Log ID,Production Date,SKU,Lot Number, Quantity Boxes 
71,2021-10-19,CHIPS-PEPPER-1234,LOT44488, 265 
72,2021-10-19,CHIPS-PEPPER-1234,LOT44488," 3,300 "
73,2021-10-19,CHIPS-SALT-1234,LOT44488," 4,500 "
74,2021-10-19,CHIPS-SALT-1234,LOT44489, 260 
75,2021-10-19,CHIPS-SALT-1234,LOT44489, 260 
76,2021-10-19,CHIPS-SALT-1234,LOT44489, 260 
77,2021-10-19,CHIPS-SALT-1234,LOT44489, 66 
78,2021-10-20,CHIPS-MINI-1234,LOT44489, 260 
79,2021-10-20,CHIPS-MINI-1234,LOT44490," 3,300 "
80,2021-10-20,CHIPS-JUMBO-1234,LOT44490, 260 
81,2021-10-20,CHIPS-JUMBO-1234,LOT44490, 260 
82,2021-10-20,CHIPS-JUMBO-1234,LOT44490," 3,300 "
83,2021-10-20,CHIPS-JUMBO-1234,LOT44490, 255 
84,2021-10-21,CHIPS-MINI-1234,LOT44490, 261 
86,2021-10-21,CHIPS-JUMBO-1234,LOT44491, 260 
85,2021-10-21,CHIPS-JUMBO-1234,LOT44491, 260 
87,2021-10-21,CHIPS-JUMBO-1234,LOT44491, 234 
88,2021-10-21,CHIPS-JUMBO-1234,LOT44491, 264 
89,2021-10-21,CHIPS-JUMBO-1234,LOT44491, 260 
90,2021-10-21,CHIPS-JUMBO-1234,LOT44491, 110 
91,2021-10-22,CHIPS-MINI-1234,LOT44491, 104 
92,2021-10-22,CHIPS-MINI-1234,LOT44491, 89 
93,2021-10-22,CHIPS-KETTLE-1234,LOT44491, 260 
94,2021-10-22,CHIPS-KETTLE-1234,LOT44492, 245 
96,2021-10-25,CHIPS-MINI-1234,LOT44494, 261 
97,2021-10-25,CHIPS-MINI-1234,LOT44494," 3,381 "
98,2021-10-25,CHIPS-JUMBO-1234,LOT44495, 260 
99,2021-10-25,CHIPS-JUMBO-1234,LOT44495, 260 
100,2021-10-25,CHIPS-JUMBO-1234,LOT44495, 51 
101,2021-10-26,CHIPS-LIGHT-1234,LOT44495, 267 
102,2021-10-26,CHIPS-LIGHT-1234,LOT44495," 3,300 "
103,2021-10-26,CHIPS-HPROTEIN-1234,LOT44495, 260 
104,2021-10-26,CHIPS-HPROTEIN-1234,LOT44496, 260 
105,2021-10-26,CHIPS-HPROTEIN-1234,LOT44496, 271 
106,2021-10-28,CHIPS-PEPPER-1234,LOT44497, 278 
107,2021-10-28,CHIPS-PEPPER-1234,LOT44497," 3,300 "
108,2021-10-28,CHIPS-SALT-1234,LOT44498, 260 
109,2021-10-28,CHIPS-SALT-1234,LOT44498, 260 
110,2021-10-28,CHIPS-SALT-1234,LOT44498, 260 
111,2021-10-28,CHIPS-SALT-1234,LOT44498, 25 
112,2021-10-28,CHIPS-KETTLE-1234,LOT44498, 260 
113,2021-10-28,CHIPS-KETTLE-1234,LOT44498, 260 
114,2021-10-29,CHIPS-MINI-1234,LOT44498, 260 
115,2021-10-29,CHIPS-MINI-1234,LOT44498, 260 
116,2021-10-29,CHIPS-JUMBO-1234,LOT44499, 260 
117,2021-10-29,CHIPS-JUMBO-1234,LOT44499, 260 
118,2021-10-29,CHIPS-JUMBO-1234,LOT44499, 260 
119,2021-10-29,CHIPS-JUMBO-1234,LOT44499, 178 
120,2021-10-29,CHIPS-BAKED-1234,LOT44499, 260 
121,2021-10-29,CHIPS-BAKED-1234,LOT44499, 175 
122,2021-11-01,CHIPS-LIGHT-1234,LOT44501, 268 
123,2021-11-01,CHIPS-LIGHT-1234,LOT44501," 3,300 "
124,2021-11-01,CHIPS-HPROTEIN-1234,LOT44502," 3,300 "
125,2021-11-01,CHIPS-HPROTEIN-1234,LOT44502, 274 
126,2021-11-01,CHIPS-HPROTEIN-1234,LOT44502, 260 
127,2021-11-01,CHIPS-HPROTEIN-1234,LOT44502, 260 
128,2021-11-01,CHIPS-HPROTEIN-1234,LOT44502, 108 
129,2021-11-01,CHIPS-BAKED-1234,LOT44502, 260 
130,2021-11-01,CHIPS-BAKED-1234,LOT44502, 119 
131,2021-11-01,CHIPS-KETTLE-1234,LOT44502, 260 
132,2021-11-01,CHIPS-KETTLE-1234,LOT44502, 41 
133,2021-11-02,CHIPS-PEPPER-1234,LOT44502, 260 
134,2021-11-02,CHIPS-PEPPER-1234,LOT44503," 3,300 "
135,2021-11-02,CHIPS-SALT-1234,LOT44503," 3,300 "
136,2021-11-02,CHIPS-SALT-1234,LOT44503, 260 
137,2021-11-02,CHIPS-SALT-1234,LOT44503, 260 
138,2021-11-02,CHIPS-SALT-1234,LOT44503, 241 
139,2021-11-03,CHIPS-MINI-1234,LOT44503," 3,300 "
140,2021-11-03,CHIPS-MINI-1234,LOT44503, 263 
141,2021-11-03,CHIPS-JUMBO-1234,LOT44504," 3,300 "
142,2021-11-03,CHIPS-JUMBO-1234,LOT44504, 260 
143,2021-11-03,CHIPS-JUMBO-1234,LOT44504, 152 
144,2021-11-03,CHIPS-KETTLE-1234,LOT44504, 260 
145,2021-11-03,CHIPS-KETTLE-1234,LOT44504, 260 
146,2021-11-03,CHIPS-JUMBO-1234,LOT44504, 260 
147,2021-11-04,CHIPS-MINI-1234,LOT44504, 262 
148,2021-11-04,CHIPS-JUMBO-1234,LOT44504, 260 
149,2021-11-04,CHIPS-JUMBO-1234,LOT44505, 260 
150,2021-11-04,CHIPS-JUMBO-1234,LOT44505, 260 
152,2021-11-04,CHIPS-JUMBO-1234,LOT44505, 145 
151,2021-11-04,CHIPS-JUMBO-1234,LOT44505, 260 
153,2021-11-04,CHIPS-BAKED-1234,LOT44505, 260 
154,2021-11-04,CHIPS-KETTLE-1234,LOT44505, 262 
155,2021-11-08,CHIPS-LIGHT-1234,LOT44508, 260 
156,2021-11-08,CHIPS-LIGHT-1234,LOT44509," 3,100 "
157,2021-11-08,CHIPS-HPROTEIN-1234,LOT44509," 3,200 "
158,2021-11-08,CHIPS-HPROTEIN-1234,LOT44509, 260 
159,2021-11-08,CHIPS-HPROTEIN-1234,LOT44509, 260 
160,2021-11-08,CHIPS-HPROTEIN-1234,LOT44509, 260 
161,2021-11-08,CHIPS-HPROTEIN-1234,LOT44509, 136 
162,2021-11-09,CHIPS-PEPPER-1234,LOT44509, 260 
163,2021-11-09,CHIPS-PEPPER-1234,LOT44510," 3,300 "
164,2021-11-09,CHIPS-SALT-1234,LOT44510," 3,300 "
165,2021-11-09,CHIPS-SALT-1234,LOT44510, 260 
166,2021-11-09,CHIPS-SALT-1234,LOT44510, 117 
167,2021-11-09,CHIPS-BAKED-1234,LOT44510, 260 
168,2021-11-09,CHIPS-BAKED-1234,LOT44510, 227 
169,2021-11-10,CHIPS-MINI-1234,LOT44510, 260 
170,2021-11-10,CHIPS-MINI-1234,LOT44510, 260 
171,2021-11-10,CHIPS-MINI-1234,LOT44511," 3,300 "
172,2021-11-10,CHIPS-JUMBO-1234,LOT44511," 3,300 "
173,2021-11-10,CHIPS-JUMBO-1234,LOT44511, 162 
174,2021-11-11,CHIPS-MINI-1234,LOT44511, 263 
175,2021-11-11,CHIPS-JUMBO-1234,LOT44511, 260 
176,2021-11-11,CHIPS-JUMBO-1234,LOT44512, 260 
178,2021-11-11,CHIPS-JUMBO-1234,LOT44512, 260 
177,2021-11-11,CHIPS-JUMBO-1234,LOT44512, 260 
179,2021-11-11,CHIPS-JUMBO-1234,LOT44512, 135 
180,2021-11-12,CHIPS-MINI-1234,LOT44512, 264 
181,2021-11-12,CHIPS-JUMBO-1234,LOT44512, 260 
182,2021-11-12,CHIPS-JUMBO-1234,LOT44512, 260 
183,2021-11-12,CHIPS-JUMBO-1234,LOT44513, 260 
184,2021-11-12,CHIPS-JUMBO-1234,LOT44513, 260 
185,2021-11-12,CHIPS-JUMBO-1234,LOT44513, 141 
186,2021-11-12,CHIPS-JUMBO-1234,LOT44513, 100 
187,2021-11-12,CHIPS-KETTLE-1234,LOT44513, 260 
188,2021-11-12,CHIPS-KETTLE-1234,LOT44513, 260 
189,2021-11-15,CHIPS-PEPPER-1234,LOT44515, 260 
190,2021-11-15,CHIPS-PEPPER-1234,LOT44516," 1,500 "
191,2021-11-15,CHIPS-SALT-1234,LOT44516," 1,500 "
192,2021-11-15,CHIPS-SALT-1234,LOT44516, 260 
193,2021-11-15,CHIPS-SALT-1234,LOT44516, 260 
194,2021-11-15,CHIPS-SALT-1234,LOT44516, 260 
195,2021-11-15,CHIPS-SALT-1234,LOT44516, 156 
196,2021-11-15,CHIPS-SALT-1234,LOT44516, 75 
197,2021-11-15,CHIPS-SALT-1234,LOT44516, 100 
198,2021-11-16,CHIPS-LIGHT-1234,LOT44516, 260 
199,2021-11-16,CHIPS-LIGHT-1234,LOT44517," 1,500 "
200,2021-11-16,CHIPS-HPROTEIN-1234,LOT44517," 1,500 "
201,2021-11-16,CHIPS-HPROTEIN-1234,LOT44517, 260 
202,2021-11-16,CHIPS-HPROTEIN-1234,LOT44517, 260 
203,2021-11-16,CHIPS-HPROTEIN-1234,LOT44517, 260 
204,2021-11-16,CHIPS-HPROTEIN-1234,LOT44517, 260 
205,2021-11-16,CHIPS-HPROTEIN-1234,LOT44517, 115 
206,2021-11-16,CHIPS-HPROTEIN-1234,LOT44517, 100 
207,2021-11-16,CHIPS-BAKED-1234,LOT44517, 166 
208,2021-11-16,CHIPS-BAKED-1234,LOT44517, 260 
209,2021-11-16,CHIPS-BAKED-1234,LOT44517, 260 
210,2021-11-16,CHIPS-KETTLE-1234,LOT44517, 184 
211,2021-11-17,CHIPS-BAKED-1234,LOT44517, 74 
212,2021-11-17,CHIPS-BAKED-1234,LOT44517, 20 
213,2021-11-17,CHIPS-KETTLE-1234,LOT44517, 54 
214,2021-11-17,CHIPS-KETTLE-1234,LOT44517, 22 
215,2021-11-17,CHIPS-MINI-1234,LOT44517, 260 
216,2021-11-17,CHIPS-MINI-1234,LOT44518," 1,500 "
217,2021-11-17,CHIPS-JUMBO-1234,LOT44518," 1,500 "
218,2021-11-17,CHIPS-MINI-1234,LOT44518, 260 
219,2021-11-17,CHIPS-HPROTEIN-1234,LOT44518, 4 
220,2021-11-17,CHIPS-JUMBO-1234,LOT44518, 260 
221,2021-11-17,CHIPS-JUMBO-1234,LOT44518, 260 
222,2021-11-17,CHIPS-JUMBO-1234,LOT44518, 206 
223,2021-11-18,CHIPS-MINI-1234,LOT44518, 265 
224,2021-11-18,CHIPS-JUMBO-1234,LOT44519, 260 
225,2021-11-18,CHIPS-JUMBO-1234,LOT44519, 260 
226,2021-11-18,CHIPS-JUMBO-1234,LOT44519, 208 
228,2021-11-18,CHIPS-BAKED-1234,LOT44519, 77 
229,2021-11-18,CHIPS-BAKED-1234,LOT44519, 112 
230,2021-11-19,CHIPS-MINI-1234,LOT44519, 270 
231,2021-11-19,CHIPS-JUMBO-1234,LOT44520, 260 
232,2021-11-19,CHIPS-JUMBO-1234,LOT44520, 260 
234,2021-11-19,CHIPS-JUMBO-1234,LOT44520, 185 
233,2021-11-19,CHIPS-JUMBO-1234,LOT44520, 260 
235,2021-11-22,CHIPS-LIGHT-1234,LOT44523, 260 
236,2021-11-22,CHIPS-LIGHT-1234,LOT44523," 3,240 "
237,2021-11-22,CHIPS-HPROTEIN-1234,LOT44523," 3,300 "
238,2021-11-22,CHIPS-HPROTEIN-1234,LOT44523, 164 
239,2021-11-23,CHIPS-HPROTEIN-1234,LOT44523, 100 
241,2021-11-23,CHIPS-PEPPER-1234,LOT44523, 260 
242,2021-11-23,CHIPS-PEPPER-1234,LOT44523," 3,300 "
243,2021-11-23,CHIPS-SALT-1234,LOT44524," 3,300 "
244,2021-11-23,CHIPS-SALT-1234,LOT44524, 260 
245,2021-11-23,CHIPS-SALT-1234,LOT44524, 260 
247,2021-11-23,CHIPS-SALT-1234,LOT44524, 76 
246,2021-11-23,CHIPS-SALT-1234,LOT44524, 260 
248,2021-11-23,CHIPS-SALT-1234,LOT44524, 100 
249,2021-11-23,CHIPS-BAKED-1234,LOT44524, 209 
250,2021-11-24,CHIPS-MINI-1234,LOT44524, 260 
251,2021-11-24,CHIPS-MINI-1234,LOT44524," 3,300 "
252,2021-11-24,CHIPS-MINI-1234,LOT44524," 3,300 "
253,2021-11-24,CHIPS-JUMBO-1234,LOT44525, 260 
255,2021-11-24,CHIPS-MINI-1234,LOT44525, 100 
254,2021-11-24,CHIPS-JUMBO-1234,LOT44525, 79 
256,2021-12-03,CHIPS-MINI-1234,LOT44534," 3,000 "
257,2021-12-03,CHIPS-JUMBO-1234,LOT44534," 4,000 "
258,2021-12-03,CHIPS-MINI-1234,LOT44534, 260 
260,2021-12-03,CHIPS-MINI-1234,LOT44534, 260 
259,2021-12-03,CHIPS-MINI-1234,LOT44534, 260 
261,2021-12-03,CHIPS-JUMBO-1234,LOT44534, 260 
262,2021-12-03,CHIPS-JUMBO-1234,LOT44534, 260 
263,2021-12-03,CHIPS-JUMBO-1234,LOT44534, 34 
264,2021-12-04,CHIPS-HPROTEIN-1234,LOT44535, 260 
265,2021-12-04,CHIPS-HPROTEIN-1234,LOT44535, 260 
266,2021-12-04,CHIPS-HPROTEIN-1234,LOT44535, 260 
267,2021-12-04,CHIPS-HPROTEIN-1234,LOT44535, 260 
268,2021-12-04,CHIPS-HPROTEIN-1234,LOT44535, 260 
270,2021-12-04,CHIPS-HPROTEIN-1234,LOT44535, 260 
269,2021-12-04,CHIPS-HPROTEIN-1234,LOT44535, 260 
271,2021-12-04,CHIPS-HPROTEIN-1234,LOT44535," 5,700 "
272,2021-12-04,CHIPS-LIGHT-1234,LOT44535," 5,000 "
273,2021-12-04,CHIPS-LIGHT-1234,LOT44535, 260 
274,2021-12-04,CHIPS-LIGHT-1234,LOT44535, 260 
275,2021-12-04,CHIPS-HPROTEIN-1234,LOT44535, 79 
276,2021-12-04,CHIPS-HPROTEIN-1234,LOT44535, 260 
277,2021-12-05,CHIPS-PEPPER-1234,LOT44535, 260 
278,2021-12-05,CHIPS-JUMBO-1234,LOT44536, 260 
279,2021-12-05,CHIPS-JUMBO-1234,LOT44536, 260 
280,2021-12-05,CHIPS-JUMBO-1234,LOT44536, 260 
281,2021-12-05,CHIPS-JUMBO-1234,LOT44536, 260 
282,2021-12-05,CHIPS-JUMBO-1234,LOT44536, 260 
283,2021-12-05,CHIPS-JUMBO-1234,LOT44536, 260 
284,2021-12-05,CHIPS-SALT-1234,LOT44536, 260 
285,2021-12-05,CHIPS-SALT-1234,LOT44536, 260 
286,2021-12-05,CHIPS-SALT-1234,LOT44536, 170 
287,2021-12-05,CHIPS-KETTLE-1234,LOT44536, 209 
288,2021-12-05,CHIPS-BAKED-1234,LOT44536, 260 
289,2021-12-05,CHIPS-BAKED-1234,LOT44536, 101 
290,2021-12-06,CHIPS-PEPPER-1234,LOT44537, 236 
291,2021-12-06,CHIPS-SALT-1234,LOT44537, 260 
292,2021-12-06,CHIPS-SALT-1234,LOT44537, 260 
293,2021-12-06,CHIPS-SALT-1234,LOT44537, 260 
294,2021-12-06,CHIPS-SALT-1234,LOT44537, 260 
295,2021-12-06,CHIPS-PEPPER-1234,LOT44537, 257 
296,2021-12-06,CHIPS-SALT-1234,LOT44537, 260 
297,2021-12-06,CHIPS-SALT-1234,LOT44537, 21 
298,2021-12-06,CHIPS-KETTLE-1234,LOT44537, 260 
299,2021-12-06,CHIPS-BAKED-1234,LOT44537, 260 
300,2021-12-06,CHIPS-KETTLE-1234,LOT44537, 182 
301,2021-12-07,CHIPS-MINI-1234,LOT44537, 260 
302,2021-12-07,CHIPS-PEPPER-1234,LOT44537, 193 
303,2021-12-07,CHIPS-MINI-1234,LOT44538, 260 
304,2021-12-07,CHIPS-JUMBO-1234,LOT44538, 260 
305,2021-12-07,CHIPS-JUMBO-1234,LOT44538, 260 
306,2021-12-07,CHIPS-MINI-1234,LOT44538, 256 
307,2021-12-07,CHIPS-JUMBO-1234,LOT44538, 260 
308,2021-12-07,CHIPS-JUMBO-1234,LOT44538, 252 
309,2021-12-07,CHIPS-BAKED-1234,LOT44538, 260 
310,2021-12-07,CHIPS-BAKED-1234,LOT44538, 199 
311,2021-12-07,CHIPS-BAKED-1234,LOT44538, 61 
312,2021-12-08,CHIPS-LIGHT-1234,LOT44538, 199 
313,2021-12-08,CHIPS-MINI-1234,LOT44538," 3,000 "
314,2021-12-08,CHIPS-MINI-1234,LOT44539, 260 
315,2021-12-08,CHIPS-MINI-1234,LOT44539, 260 
316,2021-12-08,CHIPS-JUMBO-1234,LOT44539," 1,000 "
317,2021-12-08,CHIPS-JUMBO-1234,LOT44539, 260 
318,2021-12-08,CHIPS-JUMBO-1234,LOT44539, 260 
319,2021-12-08,CHIPS-JUMBO-1234,LOT44539, 260 
320,2021-12-08,CHIPS-JUMBO-1234,LOT44539, 149 
321,2021-12-08,CHIPS-BAKED-1234,LOT44539, 179 
322,2021-12-09,CHIPS-LIGHT-1234,LOT44539, 260 
323,2021-12-09,CHIPS-LIGHT-1234,LOT44539," 3,000 "
324,2021-12-09,CHIPS-HPROTEIN-1234,LOT44540," 4,000 "
325,2021-12-09,CHIPS-HPROTEIN-1234,LOT44540, 260 
326,2021-12-09,CHIPS-HPROTEIN-1234,LOT44540, 260 
327,2021-12-09,CHIPS-HPROTEIN-1234,LOT44540, 260 
328,2021-12-09,CHIPS-HPROTEIN-1234,LOT44540, 260 
329,2021-12-10,CHIPS-PEPPER-1234,LOT44540," 3,000 "
330,2021-12-10,CHIPS-SALT-1234,LOT44540," 4,000 "
331,2021-12-10,CHIPS-KETTLE-1234,LOT44540, 64 
332,2021-12-10,CHIPS-PEPPER-1234,LOT44541, 260 
333,2021-12-10,CHIPS-SALT-1234,LOT44541, 260 
334,2021-12-10,CHIPS-SALT-1234,LOT44541, 260 
335,2021-12-10,CHIPS-SALT-1234,LOT44541, 260 
336,2021-12-10,CHIPS-KETTLE-1234,LOT44541, 249 
337,2021-12-10,CHIPS-KETTLE-1234,LOT44541, 260 
338,2021-12-10,CHIPS-SALT-1234,LOT44541, 260 
339,2021-12-10,CHIPS-SALT-1234,LOT44541, 24 
340,2021-12-13,CHIPS-KETTLE-1234,LOT44543, 199 
341,2021-12-13,CHIPS-MINI-1234,LOT44543, 273 
342,2021-12-13,CHIPS-JUMBO-1234,LOT44544, 260 
343,2021-12-13,CHIPS-JUMBO-1234,LOT44544, 260 
344,2021-12-13,CHIPS-JUMBO-1234,LOT44544, 260 
345,2021-12-13,CHIPS-JUMBO-1234,LOT44544, 260 
346,2021-12-13,CHIPS-JUMBO-1234,LOT44544, 260 
347,2021-12-13,CHIPS-JUMBO-1234,LOT44544, 260 
348,2021-12-13,CHIPS-JUMBO-1234,LOT44544, 138 
349,2021-12-14,CHIPS-MINI-1234,LOT44544," 2,000 "
350,2021-12-14,CHIPS-MINI-1234,LOT44544, 261 
351,2021-12-14,CHIPS-SALT-1234,LOT44545, 260 
352,2021-12-14,CHIPS-JUMBO-1234,LOT44545, 260 
354,2021-12-14,CHIPS-JUMBO-1234,LOT44545, 260 
353,2021-12-14,CHIPS-JUMBO-1234,LOT44545, 260 
355,2021-12-14,CHIPS-BAKED-1234,LOT44545, 247 
356,2021-12-14,CHIPS-JUMBO-1234,LOT44545, 260 
357,2021-12-14,CHIPS-JUMBO-1234,LOT44545, 260 
358,2021-12-14,CHIPS-MINI-1234,LOT44545," 1,000 "
359,2021-12-14,CHIPS-JUMBO-1234,LOT44545, 244 
360,2021-12-15,CHIPS-PEPPER-1234,LOT44545," 3,150 "
361,2021-12-15,CHIPS-SALT-1234,LOT44546," 3,025 "
362,2021-12-15,CHIPS-SALT-1234,LOT44546, 260 
363,2021-12-15,CHIPS-SALT-1234,LOT44546, 260 
364,2021-12-15,CHIPS-SALT-1234,LOT44546, 260 
365,2021-12-15,CHIPS-SALT-1234,LOT44546, 260 
366,2021-12-15,CHIPS-SALT-1234,LOT44546, 235 
367,2021-12-15,CHIPS-SALT-1234,LOT44546, 200 
368,2021-12-16,CHIPS-LIGHT-1234,LOT44546," 3,000 "
369,2021-12-16,CHIPS-HPROTEIN-1234,LOT44547, 260 
370,2021-12-16,CHIPS-HPROTEIN-1234,LOT44547, 260 
371,2021-12-16,CHIPS-HPROTEIN-1234,LOT44547, 260 
372,2021-12-16,CHIPS-HPROTEIN-1234,LOT44547, 260 
374,2021-12-16,CHIPS-HPROTEIN-1234,LOT44547, 222 
373,2021-12-16,CHIPS-HPROTEIN-1234,LOT44547, 260 
375,2021-12-20,CHIPS-MINI-1234,LOT44550, 261 
376,2021-12-20,CHIPS-JUMBO-1234,LOT44550, 260 
377,2021-12-20,CHIPS-JUMBO-1234,LOT44550," 1,000 "
378,2021-12-20,CHIPS-JUMBO-1234,LOT44551, 260 
379,2021-12-20,CHIPS-JUMBO-1234,LOT44551, 260 
380,2021-12-20,CHIPS-KETTLE-1234,LOT44551, 260 
381,2021-12-20,CHIPS-KETTLE-1234,LOT44551, 260 
382,2021-12-20,CHIPS-MINI-1234,LOT44551, 260 
383,2021-12-20,CHIPS-JUMBO-1234,LOT44551, 18 
384,2021-12-20,CHIPS-MINI-1234,LOT44551, 265 
385,2021-12-20,CHIPS-BAKED-1234,LOT44551, 165 
386,2021-12-20,CHIPS-BAKED-1234,LOT44551, 95 
387,2021-12-20,CHIPS-BAKED-1234,LOT44551, 197 
388,2021-12-20,CHIPS-BAKED-1234,LOT44551, 63 
389,2021-12-20,CHIPS-KETTLE-1234,LOT44551, 60 
390,2021-12-20,CHIPS-KETTLE-1234,LOT44551, 200 
391,2021-12-21,CHIPS-MINI-1234,LOT44551," 1,500 "
392,2021-12-21,CHIPS-JUMBO-1234,LOT44551," 1,500 "
393,2021-12-21,CHIPS-JUMBO-1234,LOT44551, 260 
394,2021-12-21,CHIPS-JUMBO-1234,LOT44552, 260 
395,2021-12-21,CHIPS-JUMBO-1234,LOT44552, 260 
396,2021-12-21,CHIPS-JUMBO-1234,LOT44552, 260 
397,2021-12-21,CHIPS-JUMBO-1234,LOT44552, 260 
398,2021-12-21,CHIPS-JUMBO-1234,LOT44552, 61 
399,2021-12-21,CHIPS-JUMBO-1234,LOT44552, 100 
400,2021-12-21,CHIPS-MINI-1234,LOT44552," 1,000 "
401,2021-12-22,CHIPS-PEPPER-1234,LOT44552, 150 
402,2021-12-22,CHIPS-PEPPER-1234,LOT44552," 1,644 "
403,2021-12-22,CHIPS-SALT-1234,LOT44552, 260 
404,2021-12-22,CHIPS-SALT-1234,LOT44553," 1,650 "
405,2021-12-22,CHIPS-SALT-1234,LOT44553, 260 
406,2021-12-22,CHIPS-SALT-1234,LOT44553, 260 
407,2021-12-22,CHIPS-PEPPER-1234,LOT44553," 1,000 "
408,2021-12-22,CHIPS-SALT-1234,LOT44553, 260 
409,2021-12-22,CHIPS-SALT-1234,LOT44553, 260 
410,2021-12-22,CHIPS-SALT-1234,LOT44553, 64 
411,2021-12-23,CHIPS-HPROTEIN-1234,LOT44553, 260 
412,2021-12-23,CHIPS-HPROTEIN-1234,LOT44553, 260 
413,2021-12-23,CHIPS-LIGHT-1234,LOT44553, 150 
414,2021-12-23,CHIPS-LIGHT-1234,LOT44553," 1,500 "
415,2021-12-23,CHIPS-HPROTEIN-1234,LOT44554," 1,500 "
416,2021-12-23,CHIPS-LIGHT-1234,LOT44554," 1,000 "
417,2021-12-23,CHIPS-HPROTEIN-1234,LOT44554, 260 
418,2021-12-23,CHIPS-HPROTEIN-1234,LOT44554, 225 
419,2021-12-23,CHIPS-KETTLE-1234,LOT44554, 9 
420,2022-01-04,CHIPS-BAKED-1234,LOT44565, 197 
421,2022-01-04,CHIPS-BAKED-1234,LOT44565, 260 
422,2022-01-04,CHIPS-KETTLE-1234,LOT44566, 260 
423,2022-01-04,CHIPS-LIGHT-1234,LOT44566, 260 
424,2022-01-04,CHIPS-LIGHT-1234,LOT44566, 150 
425,2022-01-04,CHIPS-LIGHT-1234,LOT44566," 1,200 "
426,2022-01-05,CHIPS-PEPPER-1234,LOT44566, 260 
427,2022-01-05,CHIPS-PEPPER-1234,LOT44567, 260 
428,2022-01-05,CHIPS-KETTLE-1234,LOT44567, 116 
429,2022-01-05,CHIPS-PEPPER-1234,LOT44567," 4,250 "
430,2022-01-05,CHIPS-SALT-1234,LOT44567," 1,350 "
431,2022-01-06,CHIPS-MINI-1234,LOT44567, 260 
432,2022-01-06,CHIPS-MINI-1234,LOT44568, 260 
433,2022-01-06,CHIPS-MINI-1234,LOT44568, 260 
434,2022-01-06,CHIPS-MINI-1234,LOT44568, 27 
435,2022-01-06,CHIPS-JUMBO-1234,LOT44568, 260 
436,2022-01-06,CHIPS-JUMBO-1234,LOT44568, 260 
437,2022-01-06,CHIPS-JUMBO-1234,LOT44568, 260 
438,2022-01-06,CHIPS-JUMBO-1234,LOT44568, 77 
439,2022-01-07,CHIPS-MINI-1234,LOT44568, 260 
440,2022-01-07,CHIPS-MINI-1234,LOT44568, 260 
441,2022-01-07,CHIPS-MINI-1234,LOT44569," 3,627 "
442,2022-01-07,CHIPS-JUMBO-1234,LOT44569," 3,300 "
443,2022-01-07,CHIPS-JUMBO-1234,LOT44569, 260 
444,2022-01-07,CHIPS-JUMBO-1234,LOT44569, 260 
445,2022-01-07,CHIPS-JUMBO-1234,LOT44569, 56 
446,2022-01-08,CHIPS-SALT-1234,LOT44569, 77 
447,2022-01-08,CHIPS-SALT-1234,LOT44569, 108 
448,2022-01-08,CHIPS-KETTLE-1234,LOT44569, 260 
449,2022-01-08,CHIPS-KETTLE-1234,LOT44569, 74 
450,2022-01-10,CHIPS-SALT-1234,LOT44571, 260 
451,2022-01-10,CHIPS-SALT-1234,LOT44571," 3,300 "
452,2022-01-10,CHIPS-SALT-1234,LOT44572, 260 
453,2022-01-10,CHIPS-SALT-1234,LOT44572, 260 
454,2022-01-10,CHIPS-PEPPER-1234,LOT44572," 1,000 "
455,2022-01-10,CHIPS-PEPPER-1234,LOT44572, 215 
456,2022-01-10,CHIPS-SALT-1234,LOT44572, 137 
457,2022-01-11,CHIPS-BAKED-1234,LOT44572, 187 
458,2022-01-11,CHIPS-BAKED-1234,LOT44572, 162 
459,2022-01-11,CHIPS-LIGHT-1234,LOT44572, 260 
460,2022-01-11,CHIPS-HPROTEIN-1234,LOT44573, 260 
461,2022-01-11,CHIPS-HPROTEIN-1234,LOT44573, 260 
462,2022-01-11,CHIPS-KETTLE-1234,LOT44573, 3 
463,2022-01-11,CHIPS-HPROTEIN-1234,LOT44573, 260 
464,2022-01-11,CHIPS-HPROTEIN-1234,LOT44573, 260 
465,2022-01-11,CHIPS-HPROTEIN-1234,LOT44573, 139 
466,2022-01-11,CHIPS-KETTLE-1234,LOT44573, 260 
467,2022-01-11,CHIPS-KETTLE-1234,LOT44573, 260 
468,2022-01-11,CHIPS-KETTLE-1234,LOT44573, 82 
469,2022-01-11,CHIPS-LIGHT-1234,LOT44573," 4,000 "
470,2022-01-11,CHIPS-HPROTEIN-1234,LOT44573," 2,000 "
471,2022-01-12,CHIPS-JUMBO-1234,LOT44573, 260 
472,2022-01-12,CHIPS-JUMBO-1234,LOT44573, 260 
473,2022-01-12,CHIPS-JUMBO-1234,LOT44574, 260 
474,2022-01-12,CHIPS-JUMBO-1234,LOT44574, 260 
475,2022-01-12,CHIPS-JUMBO-1234,LOT44574, 191 
476,2022-01-12,CHIPS-MINI-1234,LOT44574," 1,500 "
477,2022-01-12,CHIPS-MINI-1234,LOT44574, 260 
478,2022-01-12,CHIPS-MINI-1234,LOT44574, 154 
479,2022-01-12,CHIPS-KETTLE-1234,LOT44574, 260 
480,2022-01-12,CHIPS-KETTLE-1234,LOT44574, 102 
481,2022-01-12,CHIPS-BAKED-1234,LOT44574, 260 
482,2022-01-12,CHIPS-BAKED-1234,LOT44574, 212 
